 Timestamp	SBPMU.SLPO_  	SBPMU.STPCLKO_  	SBPMU.CPUSTPO_  	SBPMU.NAP  	SBPMU.THRMTRIPI_  	SBPMU.THRM_ZI  	SBPMU.CPU2SB_PBEB  	vkActCVID_N[7:0]  	vkActRatio_N[7:0]  	Sample   
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      448
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      449
 90.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      450
120.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      451
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      452
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      453
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      454
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      455
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      456
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      457
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      458
 90.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      459
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      460
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      461
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      462
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      463
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      464
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      465
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      466
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      467
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      468
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      469
 90.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      470
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      471
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      472
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      473
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      474
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      475
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      476
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      477
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      478
 90.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      479
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      480
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      481
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      482
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      483
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      484
 27.500 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      485
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      486
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      487
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      488
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      489
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      490
 90.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      491
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      492
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      493
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      494
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      495
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      496
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      497
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      498
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      499
 90.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      500
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      501
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      502
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      503
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      504
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      505
 27.500 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      506
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      507
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      508
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      509
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      510
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      511
 90.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      512
 60.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      513
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      514
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      515
 58.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      516
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      517
418.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      518
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      519
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      520
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      521
 90.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      522
120.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      523
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      524
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      525
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      526
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      527
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      528
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      529
 90.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      530
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      531
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      532
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      533
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      534
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      535
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      536
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      537
 27.500 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      538
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      539
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      540
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      541
 90.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      542
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      543
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      544
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      545
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      546
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      547
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      548
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      549
 90.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      550
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      551
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      552
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      553
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      554
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      555
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      556
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      557
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      558
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      559
 91.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      560
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      561
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      562
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      563
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      564
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      565
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      566
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      567
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      568
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      569
 90.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      570
 60.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      571
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      572
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      573
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      574
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      575
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      576
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      577
<53 750 us	0              	1            	1               	1               	1          	1                 	1                  	72                	3C                 	      578
<78 750 us	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      579
330.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      580
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      581
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      582
 27.500 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      583
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      584
  7.500 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      585
 22.500 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      586
181.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      587
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      588
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      589
 87.500 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      590
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      591
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      592
 13.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      593
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      594
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      595
 12.500 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      596
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      597
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      598
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      599
270.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      600
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      601
 27.500 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      602
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      603
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      604
271.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      605
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      606
  6.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      607
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      608
  7.500 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      609
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      610
 12.500 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      611
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      612
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      613
 27.500 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      614
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      615
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      616
 27.500 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      617
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      618
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      619
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      620
187.500 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      621
 83.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      622
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      623
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      624
 13.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      625
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      626
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      627
 12.500 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      628
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      629
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      630
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      631
<52 500 us	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      632
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      633
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      634
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      635
  7.500 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      636
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      637
 21.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      638
120.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      639
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      640
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      641
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      642
 15.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      643
 13.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      644
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      645
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      646
<11 250 us	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      647
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      648
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      649
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      650
  6.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      651
 22.500 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      652
120.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      653
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      654
 15.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      655
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      656
 13.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      657
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      658
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      659
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      660
268.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      661
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      662
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      663
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      664
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      665
118.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      666
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      667
 15.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      668
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      669
 13.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      670
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      671
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      672
<38 750 us	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      673
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      674
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      675
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      676
  6.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      677
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      678
 82.500 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      679
118.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      680
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      681
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      682
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      683
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      684
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      685
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      686
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      687
 90.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      688
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      689
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      690
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      691
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      692
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      693
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      694
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      695
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      696
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      697
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      698
 90.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      699
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      700
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      701
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      702
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      703
